module,path,layer,status,incoming,outgoing,action,reason
tools.architecture.circular,tools/architecture/circular.py,other,CANONICAL,2,0,KEEP,Canonical module
tools.architecture.dependency,tools/architecture/dependency.py,other,CANONICAL,1,0,KEEP,Canonical module
tools.architecture.doctor,tools/architecture/doctor.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.filter,tools/architecture/filter.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.graph_filter,tools/architecture/graph_filter.py,other,CANONICAL,1,0,KEEP,Canonical module
tools.architecture.inventory,tools/architecture/inventory.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.layer,tools/architecture/layer.py,other,CANONICAL,2,0,KEEP,Canonical module
tools.architecture.metrics,tools/architecture/metrics.py,other,CANONICAL,2,0,KEEP,Canonical module
tools.architecture.models,tools/architecture/models.py,other,CANONICAL,9,0,KEEP,Canonical module
tools.architecture.pipeline,tools/architecture/pipeline.py,other,CANONICAL,2,0,KEEP,Canonical module
tools.architecture.resolver,tools/architecture/resolver.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.scanner,tools/architecture/scanner.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.tests.test_circular,tools/architecture/tests/test_circular.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.tests.test_layer,tools/architecture/tests/test_layer.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.tests.test_metrics,tools/architecture/tests/test_metrics.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.architecture.tests.test_pipeline,tools/architecture/tests/test_pipeline.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.audit_heading_classifier,tools/audit_heading_classifier.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.batch_ingest_parallel,tools/batch_ingest_parallel.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.batch_ingest_pdf,tools/batch_ingest_pdf.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.batch_ingest_repository,tools/batch_ingest_repository.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.build_pdf_index,tools/build_pdf_index.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.check_qdrant_payload,tools/check_qdrant_payload.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.debug.inspect_pymupdf_span,tools/debug/inspect_pymupdf_span.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.ingest_metadata_vectors,tools/ingest_metadata_vectors.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.ingest_pdf_vectors,tools/ingest_pdf_vectors.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_ingest,tools/test_ingest.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_pdf_extract,tools/test_pdf_extract.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_pdf_ingest,tools/test_pdf_ingest.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_pdf_ingest_single,tools/test_pdf_ingest_single.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_pdf_ocr,tools/test_pdf_ocr.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_rag,tools/test_rag.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_rag_engine,tools/test_rag_engine.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_rag_final,tools/test_rag_final.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_rag_llm,tools/test_rag_llm.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_rag_pipeline,tools/test_rag_pipeline.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_research_engine,tools/test_research_engine.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_retrieval,tools/test_retrieval.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_retriever_engine,tools/test_retriever_engine.py,other,CANONICAL,0,0,KEEP,Canonical module
tools.test_vector_schema,tools/test_vector_schema.py,other,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.__init__,delbot_platform/repository/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.catalog.__init__,delbot_platform/repository/catalog/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.catalog.adapter,delbot_platform/repository/catalog/adapter.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.catalog.builder,delbot_platform/repository/catalog/builder.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.catalog.models,delbot_platform/repository/catalog/models.py,repository,CANONICAL,3,0,KEEP,Canonical module
delbot_platform.repository.discovery.__init__,delbot_platform/repository/discovery/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.discovery.base,delbot_platform/repository/discovery/base.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.discovery.gitlab,delbot_platform/repository/discovery/gitlab.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.discovery.service,delbot_platform/repository/discovery/service.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.download.__init__,delbot_platform/repository/download/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.download.downloader,delbot_platform/repository/download/downloader.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.download.pdf_downloader,delbot_platform/repository/download/pdf_downloader.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.ingestion.__init__,delbot_platform/repository/ingestion/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.ingestion.dataset_loader,delbot_platform/repository/ingestion/dataset_loader.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.integration.__init__,delbot_platform/repository/integration/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.manifest.__init__,delbot_platform/repository/manifest/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.manifest.pdf_manifest,delbot_platform/repository/manifest/pdf_manifest.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.models.__init__,delbot_platform/repository/models/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.models.repository_item,delbot_platform/repository/models/repository_item.py,repository,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.repository.models.scan_result,delbot_platform/repository/models/scan_result.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.providers.__init__,delbot_platform/repository/providers/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.providers.base,delbot_platform/repository/providers/base.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.providers.dspace,delbot_platform/repository/providers/dspace.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.resolver.__init__,delbot_platform/repository/resolver/__init__.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.resolver.dspace_bitstream,delbot_platform/repository/resolver/dspace_bitstream.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.resolver.dspace_html,delbot_platform/repository/resolver/dspace_html.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.resolver.local_pdf,delbot_platform/repository/resolver/local_pdf.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.resolver.url_normalizer,delbot_platform/repository/resolver/url_normalizer.py,repository,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.repository.service,delbot_platform/repository/service.py,repository,CANONICAL,3,0,KEEP,Canonical module
delbot_platform.research.__init__,delbot_platform/research/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.builders.__init__,delbot_platform/research/builders/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.builders.research_result_builder,delbot_platform/research/builders/research_result_builder.py,research,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.research.context.document_context,delbot_platform/research/context/document_context.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.generator.__init__,delbot_platform/research/generator/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.generator.llm_generator,delbot_platform/research/generator/llm_generator.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.memory.__init__,delbot_platform/research/memory/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.memory.research_memory,delbot_platform/research/memory/research_memory.py,research,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.research.models.__init__,delbot_platform/research/models/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.models.embedding_collection,delbot_platform/research/models/embedding_collection.py,research,CANONICAL,3,0,KEEP,Canonical module
delbot_platform.research.models.research_result,delbot_platform/research/models/research_result.py,research,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.research.pipeline.__init__,delbot_platform/research/pipeline/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.pipeline.research_answer_pipeline,delbot_platform/research/pipeline/research_answer_pipeline.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.prompt_builder,delbot_platform/research/prompt_builder.py,research,CANONICAL,2,0,KEEP,Canonical module
delbot_platform.research.services.__init__,delbot_platform/research/services/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.state.__init__,delbot_platform/research/state/__init__.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.research.state.research_state,delbot_platform/research/state/research_state.py,research,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.vectors.__init__,delbot_platform/vectors/__init__.py,vectors,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.vectors.models,delbot_platform/vectors/models.py,vectors,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.vectorstore.__init__,delbot_platform/vectorstore/__init__.py,vectorstore,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.vectorstore.qdrant.__init__,delbot_platform/vectorstore/qdrant/__init__.py,vectorstore,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.vectorstore.qdrant.singleton,delbot_platform/vectorstore/qdrant/singleton.py,vectorstore,CANONICAL,5,0,KEEP,Canonical module
delbot_platform.workflows.__init__,delbot_platform/workflows/__init__.py,workflows,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workflows.factory.__init__,delbot_platform/workflows/factory/__init__.py,workflows,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workflows.factory.workflow_factory,delbot_platform/workflows/factory/workflow_factory.py,workflows,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workflows.repository.__init__,delbot_platform/workflows/repository/__init__.py,workflows,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workflows.repository.ingestion,delbot_platform/workflows/repository/ingestion.py,workflows,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workflows.repository.models.__init__,delbot_platform/workflows/repository/models/__init__.py,workflows,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workspace.models,delbot_platform/workspace/models.py,workspace,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.workspace.models.__init__,delbot_platform/workspace/models/__init__.py,workspace,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workspace.models.chat_message,delbot_platform/workspace/models/chat_message.py,workspace,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.workspace.models.workspace_metadata,delbot_platform/workspace/models/workspace_metadata.py,workspace,CANONICAL,1,0,KEEP,Canonical module
delbot_platform.workspace.models.workspace_session,delbot_platform/workspace/models/workspace_session.py,workspace,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.workspace.session_manager,delbot_platform/workspace/session_manager.py,workspace,CANONICAL,5,0,KEEP,Canonical module
delbot_platform.workspace.storage,delbot_platform/workspace/storage.py,workspace,CANONICAL,0,0,KEEP,Canonical module
delbot_platform.ai.client.embedding_client,delbot_platform/ai/client/embedding_client.py,ai,REVIEW,4,0,MANUAL,Architecture review required
delbot_platform.ai.embedding.embedding_builder,delbot_platform/ai/embedding/embedding_builder.py,ai,REVIEW,0,0,MANUAL,Architecture review required
delbot_platform.ai.embedding.embedding_service,delbot_platform/ai/embedding/embedding_service.py,ai,REVIEW,0,0,MANUAL,Architecture review required
delbot_platform.api.research,delbot_platform/api/research.py,api,REVIEW,0,0,MANUAL,Architecture review required
delbot_platform.api.routers.document,delbot_platform/api/routers/document.py,api,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.api.routers.research,delbot_platform/api/routers/research.py,api,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.api.routes.document,delbot_platform/api/routes/document.py,api,REVIEW,0,0,MANUAL,Architecture review required
delbot_platform.api.routes.research,delbot_platform/api/routes/research.py,api,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.api.schemas.document,delbot_platform/api/schemas/document.py,api,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.api.schemas.research,delbot_platform/api/schemas/research.py,api,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.document_intelligence.builder.document_builder,delbot_platform/document_intelligence/builder/document_builder.py,document_intelligence,REVIEW,3,0,MANUAL,Architecture review required
delbot_platform.document_intelligence.loader.document_loader,delbot_platform/document_intelligence/loader/document_loader.py,document_intelligence,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.document_intelligence.models.block,delbot_platform/document_intelligence/models/block.py,document_intelligence,REVIEW,4,0,MANUAL,Architecture review required
delbot_platform.document_intelligence.parser.document_parser,delbot_platform/document_intelligence/parser/document_parser.py,document_intelligence,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.document_intelligence.pipeline.document_pipeline,delbot_platform/document_intelligence/pipeline/document_pipeline.py,document_intelligence,REVIEW,3,0,MANUAL,Architecture review required
delbot_platform.document_intelligence.processor.document_processor,delbot_platform/document_intelligence/processor/document_processor.py,document_intelligence,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.documents.extraction.block,delbot_platform/documents/extraction/block.py,documents,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.documents.metadata.builder.document,delbot_platform/documents/metadata/builder/document.py,documents,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.documents.models.block,delbot_platform/documents/models/block.py,documents,REVIEW,8,0,MANUAL,Architecture review required
delbot_platform.documents.models.document,delbot_platform/documents/models/document.py,documents,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.documents.models.document_chunk,delbot_platform/documents/models/document_chunk.py,documents,REVIEW,8,0,MANUAL,Architecture review required
delbot_platform.documents.registry.document,delbot_platform/documents/registry/document.py,documents,REVIEW,7,0,MANUAL,Architecture review required
delbot_platform.gateway.mapper.embedding,delbot_platform/gateway/mapper/embedding.py,gateway,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.gateway.openai.embedding,delbot_platform/gateway/openai/embedding.py,gateway,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.gateway.response,delbot_platform/gateway/response.py,gateway,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.gateway.routers.embedding,delbot_platform/gateway/routers/embedding.py,gateway,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.gateway.routers.research,delbot_platform/gateway/routers/research.py,gateway,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.gateway.routers.v1.embedding,delbot_platform/gateway/routers/v1/embedding.py,gateway,REVIEW,0,0,MANUAL,Architecture review required
delbot_platform.knowledge.graph.graph_builder,delbot_platform/knowledge/graph/graph_builder.py,knowledge,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.knowledge.models.document,delbot_platform/knowledge/models/document.py,knowledge,REVIEW,3,0,MANUAL,Architecture review required
delbot_platform.knowledge.models.document_chunk,delbot_platform/knowledge/models/document_chunk.py,knowledge,REVIEW,2,0,MANUAL,Architecture review required
delbot_platform.knowledge.rag.llm.response,delbot_platform/knowledge/rag/llm/response.py,knowledge,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.knowledge.rag.models.response,delbot_platform/knowledge/rag/models/response.py,knowledge,REVIEW,4,0,MANUAL,Architecture review required
delbot_platform.knowledge.rag.research.response,delbot_platform/knowledge/rag/research/response.py,knowledge,REVIEW,3,0,MANUAL,Architecture review required
delbot_platform.knowledge.reranking.result,delbot_platform/knowledge/reranking/result.py,knowledge,REVIEW,8,0,MANUAL,Architecture review required
delbot_platform.knowledge.retrieval.result,delbot_platform/knowledge/retrieval/result.py,knowledge,REVIEW,3,0,MANUAL,Architecture review required
delbot_platform.orchestrator.services.embedding,delbot_platform/orchestrator/services/embedding.py,orchestrator,REVIEW,0,0,MANUAL,Architecture review required
tools.architecture.graph,tools/architecture/graph.py,other,REVIEW,9,0,MANUAL,Architecture review required
delbot_platform.repository.download.result,delbot_platform/repository/download/result.py,repository,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.repository.integration.document_loader,delbot_platform/repository/integration/document_loader.py,repository,REVIEW,1,0,MANUAL,Architecture review required
delbot_platform.research.models.embedding,delbot_platform/research/models/embedding.py,research,REVIEW,4,0,MANUAL,Architecture review required
delbot_platform.research.research_engine,delbot_platform/research/research_engine.py,research,REVIEW,5,0,MANUAL,Architecture review required
delbot_platform.workflows.repository.models.result,delbot_platform/workflows/repository/models/result.py,workflows,REVIEW,0,0,MANUAL,Architecture review required
delbot_platform.api.routers.repository,delbot_platform/api/routers/repository.py,api,MERGE,2,0,MERGE,Merge before removal
delbot_platform.api.schemas.repository,delbot_platform/api/schemas/repository.py,api,MERGE,1,0,MERGE,Merge before removal
delbot_platform.document_intelligence.models.heading,delbot_platform/document_intelligence/models/heading.py,document_intelligence,MERGE,4,0,MERGE,Merge before removal
delbot_platform.document_intelligence.models.page,delbot_platform/document_intelligence/models/page.py,document_intelligence,MERGE,5,0,MERGE,Merge before removal
delbot_platform.documents.classification.heading,delbot_platform/documents/classification/heading.py,documents,MERGE,2,0,MERGE,Merge before removal
delbot_platform.documents.embedding.providers.gateway,delbot_platform/documents/embedding/providers/gateway.py,documents,MERGE,1,0,MERGE,Merge before removal
delbot_platform.documents.embedding.providers.local,delbot_platform/documents/embedding/providers/local.py,documents,MERGE,1,0,MERGE,Merge before removal
delbot_platform.documents.loader.source,delbot_platform/documents/loader/source.py,documents,MERGE,5,0,MERGE,Merge before removal
delbot_platform.documents.loader.sources.local,delbot_platform/documents/loader/sources/local.py,documents,MERGE,2,0,MERGE,Merge before removal
delbot_platform.documents.metadata.repository,delbot_platform/documents/metadata/repository.py,documents,MERGE,1,0,MERGE,Merge before removal
delbot_platform.documents.models.citation,delbot_platform/documents/models/citation.py,documents,MERGE,0,0,MERGE,Merge before removal
delbot_platform.documents.models.page,delbot_platform/documents/models/page.py,documents,MERGE,2,0,MERGE,Merge before removal
delbot_platform.documents.registry.repository,delbot_platform/documents/registry/repository.py,documents,MERGE,4,0,MERGE,Merge before removal
delbot_platform.gateway.client,delbot_platform/gateway/client.py,gateway,MERGE,3,0,MERGE,Merge before removal
delbot_platform.gateway.mapper.chat,delbot_platform/gateway/mapper/chat.py,gateway,MERGE,1,0,MERGE,Merge before removal
delbot_platform.gateway.openai.chat,delbot_platform/gateway/openai/chat.py,gateway,MERGE,2,0,MERGE,Merge before removal
delbot_platform.gateway.providers.local,delbot_platform/gateway/providers/local.py,gateway,MERGE,1,0,MERGE,Merge before removal
delbot_platform.gateway.routers.chat,delbot_platform/gateway/routers/chat.py,gateway,MERGE,1,0,MERGE,Merge before removal
delbot_platform.gateway.routers.v1.chat,delbot_platform/gateway/routers/v1/chat.py,gateway,MERGE,0,0,MERGE,Merge before removal
delbot_platform.gateway.services.gateway,delbot_platform/gateway/services/gateway.py,gateway,MERGE,4,0,MERGE,Merge before removal
delbot_platform.knowledge.citation.source,delbot_platform/knowledge/citation/source.py,knowledge,MERGE,3,0,MERGE,Merge before removal
delbot_platform.knowledge.hydration.citation,delbot_platform/knowledge/hydration/citation.py,knowledge,MERGE,0,0,MERGE,Merge before removal
delbot_platform.knowledge.hydration.local,delbot_platform/knowledge/hydration/local.py,knowledge,MERGE,0,0,MERGE,Merge before removal
delbot_platform.knowledge.models.repository,delbot_platform/knowledge/models/repository.py,knowledge,MERGE,1,0,MERGE,Merge before removal
delbot_platform.knowledge.rag.citation_builder,delbot_platform/knowledge/rag/citation_builder.py,knowledge,MERGE,0,0,MERGE,Merge before removal
delbot_platform.knowledge.reranking.gateway,delbot_platform/knowledge/reranking/gateway.py,knowledge,MERGE,1,0,MERGE,Merge before removal
delbot_platform.knowledge.reranking.local,delbot_platform/knowledge/reranking/local.py,knowledge,MERGE,0,0,MERGE,Merge before removal
delbot_platform.orchestrator.services.gateway,delbot_platform/orchestrator/services/gateway.py,orchestrator,MERGE,0,0,MERGE,Merge before removal
.backup.stage_4_24.gateway,.backup/stage_4_24/gateway.py,other,MERGE,0,0,MERGE,Merge before removal
delbot_platform.research.llm.chat_client,delbot_platform/research/llm/chat_client.py,research,MERGE,0,0,MERGE,Merge before removal
delbot_platform.research.llm.client,delbot_platform/research/llm/client.py,research,MERGE,0,0,MERGE,Merge before removal
delbot_platform.research.models.citation,delbot_platform/research/models/citation.py,research,MERGE,4,0,MERGE,Merge before removal
delbot_platform.vectorstore.qdrant.client,delbot_platform/vectorstore/qdrant/client.py,vectorstore,MERGE,1,0,MERGE,Merge before removal
delbot_platform.vectorstore.qdrant.repository,delbot_platform/vectorstore/qdrant/repository.py,vectorstore,MERGE,0,0,MERGE,Merge before removal
delbot_platform.ai.client.reranker_client,delbot_platform/ai/client/reranker_client.py,ai,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.ai.http.http_client,delbot_platform/ai/http/http_client.py,ai,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.api.app,delbot_platform/api/app.py,api,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.application.research.answer,delbot_platform/application/research/answer.py,application,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.config.manager,delbot_platform/config/manager.py,config,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.document_intelligence.mappermupdf_mapper,delbot_platform/document_intelligence/mapper/pymupdf_mapper.py,document_intelligence,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.documents.parser.backendmupdf,delbot_platform/documents/parser/backend/pymupdf.py,documents,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.documents.parser.pdf,delbot_platform/documents/parser/pdf.py,documents,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.documents.pipeline.models.artifact,delbot_platform/documents/pipeline/models/artifact.py,documents,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.gateway.app,delbot_platform/gateway/app.py,gateway,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.gateway.routers.reranker,delbot_platform/gateway/routers/reranker.py,gateway,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.gateway.routers.vision,delbot_platform/gateway/routers/vision.py,gateway,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.knowledge.pipeline.models.artifact,delbot_platform/knowledge/pipeline/models/artifact.py,knowledge,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.knowledge.rag.context_builder,delbot_platform/knowledge/rag/context_builder.py,knowledge,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.knowledge.rerank.reranker,delbot_platform/knowledge/rerank/reranker.py,knowledge,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.knowledge.vector.repository.memory,delbot_platform/knowledge/vector/repository/memory.py,knowledge,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.launcher.infinity,delbot_platform/launcher/infinity.py,launcher,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.launcher.vllm,delbot_platform/launcher/vllm.py,launcher,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.orchestrator.health,delbot_platform/orchestrator/health.py,orchestrator,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.orchestrator.services.reranker,delbot_platform/orchestrator/services/reranker.py,orchestrator,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.orchestrator.services.vision,delbot_platform/orchestrator/services/vision.py,orchestrator,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.repository.catalog.loader,delbot_platform/repository/catalog/loader.py,repository,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.repository.discovery.http,delbot_platform/repository/discovery/http.py,repository,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.research.rag.context,delbot_platform/research/rag/context.py,research,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.research.services.answer,delbot_platform/research/services/answer.py,research,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
delbot_platform.workflows.repository.models.artifact,delbot_platform/workflows/repository/models/artifact.py,workflows,LEGACY,0,0,SAFE_REMOVE,Isolated legacy module
